2023-11-06 01:23:24,079 INFO    StreamThr :46709 [internal.py:wandb_internal():87] W&B internal server running at pid: 46709, started at: 2023-11-06 01:23:24.079052
2023-11-06 01:23:24,081 DEBUG   HandlerThread:46709 [handler.py:handle_request():144] handle_request: status
2023-11-06 01:23:24,084 INFO    WriterThread:46709 [datastore.py:open_for_write():85] open: /Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML/wandb/run-20231106_012324-a8w5hdhw/run-a8w5hdhw.wandb
2023-11-06 01:23:24,085 DEBUG   SenderThread:46709 [sender.py:send():334] send: header
2023-11-06 01:23:24,105 DEBUG   SenderThread:46709 [sender.py:send():334] send: run
2023-11-06 01:23:24,670 INFO    SenderThread:46709 [dir_watcher.py:__init__():216] watching files in: /Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML/wandb/run-20231106_012324-a8w5hdhw/files
2023-11-06 01:23:24,670 INFO    SenderThread:46709 [sender.py:_start_run_threads():1065] run started: a8w5hdhw with start time 1699230204.078832
2023-11-06 01:23:24,670 DEBUG   SenderThread:46709 [sender.py:send_request():361] send_request: summary_record
2023-11-06 01:23:24,671 INFO    SenderThread:46709 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-11-06 01:23:24,674 DEBUG   HandlerThread:46709 [handler.py:handle_request():144] handle_request: check_version
2023-11-06 01:23:24,675 DEBUG   SenderThread:46709 [sender.py:send_request():361] send_request: check_version
2023-11-06 01:23:24,826 DEBUG   HandlerThread:46709 [handler.py:handle_request():144] handle_request: run_start
2023-11-06 01:23:24,839 DEBUG   HandlerThread:46709 [system_info.py:__init__():31] System info init
2023-11-06 01:23:24,839 DEBUG   HandlerThread:46709 [system_info.py:__init__():46] System info init done
2023-11-06 01:23:24,839 INFO    HandlerThread:46709 [system_monitor.py:start():151] Starting system monitor
2023-11-06 01:23:24,839 INFO    SystemMonitor:46709 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-11-06 01:23:24,839 INFO    HandlerThread:46709 [system_monitor.py:probe():172] Collecting system info
2023-11-06 01:23:24,840 DEBUG   HandlerThread:46709 [system_info.py:probe():195] Probing system
2023-11-06 01:23:24,840 INFO    SystemMonitor:46709 [interfaces.py:start():168] Started cpu
2023-11-06 01:23:24,840 INFO    SystemMonitor:46709 [interfaces.py:start():168] Started disk
2023-11-06 01:23:24,842 INFO    SystemMonitor:46709 [interfaces.py:start():168] Started gpuapple
2023-11-06 01:23:24,844 INFO    SystemMonitor:46709 [interfaces.py:start():168] Started memory
2023-11-06 01:23:24,844 INFO    SystemMonitor:46709 [interfaces.py:start():168] Started network
2023-11-06 01:23:24,848 DEBUG   HandlerThread:46709 [system_info.py:_probe_git():180] Probing git
2023-11-06 01:23:24,864 DEBUG   HandlerThread:46709 [system_info.py:_probe_git():188] Probing git done
2023-11-06 01:23:24,865 DEBUG   HandlerThread:46709 [system_info.py:probe():241] Probing system done
2023-11-06 01:23:24,865 DEBUG   HandlerThread:46709 [system_monitor.py:probe():181] {'os': 'macOS-14.0-arm64-arm-64bit', 'python': '3.9.15', 'heartbeatAt': '2023-11-06T00:23:24.840484', 'startedAt': '2023-11-06T00:23:24.066772', 'docker': None, 'cuda': None, 'args': ('-ds', '1', '-g'), 'state': 'running', 'program': '/Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML/main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/Maszin-Learning/ZPS_QPL_ML.git', 'commit': 'ef9568a67044713e60c66b671499faf035cd3f70'}, 'email': 'chrzanowski000@gmail.com', 'root': '/Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML', 'host': 'michas-macbook-air.home', 'username': 'michalchrzanowski', 'executable': '/Users/michalchrzanowski/anaconda3/envs/ML_M1/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 228.27386474609375, 'used': 208.0076446533203}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-11-06 01:23:24,865 INFO    HandlerThread:46709 [system_monitor.py:probe():182] Finished collecting system info
2023-11-06 01:23:24,865 INFO    HandlerThread:46709 [system_monitor.py:probe():185] Publishing system info
2023-11-06 01:23:24,865 DEBUG   HandlerThread:46709 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-11-06 01:23:24,865 DEBUG   HandlerThread:46709 [system_info.py:_save_pip():67] Saving pip packages done
2023-11-06 01:23:24,865 DEBUG   HandlerThread:46709 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-11-06 01:23:25,677 INFO    Thread-13 :46709 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML/wandb/run-20231106_012324-a8w5hdhw/files/wandb-summary.json
2023-11-06 01:23:25,677 INFO    Thread-13 :46709 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML/wandb/run-20231106_012324-a8w5hdhw/files/requirements.txt
2023-11-06 01:23:25,677 INFO    Thread-13 :46709 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML/wandb/run-20231106_012324-a8w5hdhw/files/conda-environment.yaml
2023-11-06 01:23:27,181 DEBUG   HandlerThread:46709 [system_info.py:_save_conda():86] Saving conda packages done
2023-11-06 01:23:27,181 INFO    HandlerThread:46709 [system_monitor.py:probe():187] Finished publishing system info
2023-11-06 01:23:27,183 DEBUG   SenderThread:46709 [sender.py:send():334] send: files
2023-11-06 01:23:27,183 INFO    SenderThread:46709 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-11-06 01:23:27,186 DEBUG   HandlerThread:46709 [handler.py:handle_request():144] handle_request: stop_status
2023-11-06 01:23:27,187 DEBUG   SenderThread:46709 [sender.py:send():334] send: telemetry
2023-11-06 01:23:27,187 DEBUG   SenderThread:46709 [sender.py:send_request():361] send_request: stop_status
2023-11-06 01:23:27,444 DEBUG   SenderThread:46709 [sender.py:send():334] send: exit
2023-11-06 01:23:27,444 INFO    SenderThread:46709 [sender.py:send_exit():557] handling exit code: 1
2023-11-06 01:23:27,444 INFO    SenderThread:46709 [sender.py:send_exit():559] handling runtime: 2
2023-11-06 01:23:27,444 INFO    SenderThread:46709 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-11-06 01:23:27,444 INFO    SenderThread:46709 [sender.py:send_exit():565] send defer
2023-11-06 01:23:27,444 DEBUG   HandlerThread:46709 [handler.py:handle_request():144] handle_request: defer
2023-11-06 01:23:27,444 INFO    HandlerThread:46709 [handler.py:handle_request_defer():170] handle defer: 0
2023-11-06 01:23:27,445 DEBUG   SenderThread:46709 [sender.py:send_request():361] send_request: defer
2023-11-06 01:23:27,445 INFO    SenderThread:46709 [sender.py:send_request_defer():581] handle sender defer: 0
2023-11-06 01:23:27,445 INFO    SenderThread:46709 [sender.py:transition_state():585] send defer: 1
2023-11-06 01:23:27,445 DEBUG   HandlerThread:46709 [handler.py:handle_request():144] handle_request: defer
2023-11-06 01:23:27,445 INFO    HandlerThread:46709 [handler.py:handle_request_defer():170] handle defer: 1
2023-11-06 01:23:27,445 DEBUG   SenderThread:46709 [sender.py:send_request():361] send_request: defer
2023-11-06 01:23:27,445 INFO    SenderThread:46709 [sender.py:send_request_defer():581] handle sender defer: 1
2023-11-06 01:23:27,445 INFO    SenderThread:46709 [sender.py:transition_state():585] send defer: 2
2023-11-06 01:23:27,445 DEBUG   HandlerThread:46709 [handler.py:handle_request():144] handle_request: defer
2023-11-06 01:23:27,445 INFO    HandlerThread:46709 [handler.py:handle_request_defer():170] handle defer: 2
2023-11-06 01:23:27,445 INFO    HandlerThread:46709 [system_monitor.py:finish():161] Stopping system monitor
2023-11-06 01:23:27,468 DEBUG   SystemMonitor:46709 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-11-06 01:23:27,469 DEBUG   SystemMonitor:46709 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-11-06 01:23:27,469 DEBUG   SystemMonitor:46709 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-11-06 01:23:27,469 INFO    HandlerThread:46709 [interfaces.py:finish():175] Joined cpu
2023-11-06 01:23:27,469 INFO    HandlerThread:46709 [interfaces.py:finish():175] Joined disk
2023-11-06 01:23:27,682 INFO    Thread-13 :46709 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML/wandb/run-20231106_012324-a8w5hdhw/files/wandb-summary.json
2023-11-06 01:23:27,682 INFO    Thread-13 :46709 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML/wandb/run-20231106_012324-a8w5hdhw/files/conda-environment.yaml
2023-11-06 01:23:27,682 INFO    Thread-13 :46709 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML/wandb/run-20231106_012324-a8w5hdhw/files/output.log
2023-11-06 01:23:27,682 INFO    Thread-13 :46709 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/michalchrzanowski/Library/CloudStorage/GoogleDrive-mp.chrzanowsk3@student.uw.edu.pl/My Drive/Files/Programming/ZPS_QPL_ML/wandb/run-20231106_012324-a8w5hdhw/files/wandb-metadata.json
2023-11-06 01:23:27,829 INFO    Thread-16 :46709 [upload_job.py:push():143] Uploaded file /var/folders/jk/d1fxpr1x0x5cdrnf898bjdph0000gn/T/tmpzuwh8s_awandb/zcsdy9mn-wandb-metadata.json
2023-11-06 01:23:27,851 INFO    HandlerThread:46709 [interfaces.py:finish():175] Joined gpuapple
2023-11-06 01:23:27,851 INFO    HandlerThread:46709 [interfaces.py:finish():175] Joined memory
2023-11-06 01:23:27,851 INFO    HandlerThread:46709 [interfaces.py:finish():175] Joined network
2023-11-06 01:23:27,851 DEBUG   SenderThread:46709 [sender.py:send_request():361] send_request: defer
2023-11-06 01:23:27,851 INFO    SenderThread:46709 [sender.py:send_request_defer():581] handle sender defer: 2
